Timestamp(ms E-10)	gyro_X	gyro_Y	gyro_Z	
4230980	0.0165352	-0.0216178	-0.0035125
4230990	0.0130717	-0.0109117	0.000269532
4231000	0.00943065	-0.0107334	0.00751126
4231010	0.00698423	-0.0127269	0.0127478
4231020	-0.000933647	-0.0104355	0.0196785
4231030	-0.00664937	-0.0113484	0.0257574
4231040	-0.00677276	-0.0123563	0.0279088
4231050	-0.00331962	-0.0103341	0.0237982
4231060	-0.000875115	-0.00621915	0.018507
4231070	0.00169265	-0.00109625	0.0110645
4231080	0.00526881	0.00193369	0.0048027
4231090	0.00432765	-0.00236368	0.00272429
4231100	0.00081706	-0.00966275	0.00803351
4231110	0.00100684	-0.0139847	0.00495708
4231120	0.00263262	-0.0120986	-0.00459123
4231130	0.000737071	-0.00478327	-0.00915885
4231140	-0.00417781	0.00138581	-0.0170771
4231150	-0.0068922	0.00647211	-0.0259016
4231160	-0.00539231	0.0105323	-0.0333809
4231170	0.00252497	0.00930154	-0.040339
4231180	-0.00030303	0.00171244	-0.0467112
4231190	-0.0160826	-0.00372732	-0.0517828
4231200	-0.0220627	-0.00180292	-0.0596555
4231210	-0.0150309	6.71148e-05	-0.0699458
4231220	-0.00963473	-0.00464189	-0.0886955
4231230	-0.0123597	-0.00318789	-0.115556
4231240	-0.0101177	0.00373781	-0.13586
4231250	0.000504017	0.00908816	-0.134295
4231260	0.00208473	0.00720823	-0.124555
4231270	-0.00206816	0.00926864	-0.126989
4231280	-0.000123024	0.0167766	-0.123867
4231290	0.00428748	0.0203644	-0.107699
4231300	0.00725651	0.0241083	-0.0852239
4231310	0.00369024	0.0257714	-0.0609542
4231320	-0.0055362	0.0175594	-0.0495659
4231330	-0.00886321	0.0133632	-0.0475246
4231340	-0.0101165	0.0113189	-0.044348
4231350	-0.012749	0.00940454	-0.0359256
4231360	-0.0110424	0.00535035	-0.0282544
4231370	-0.000169754	0.00741327	-0.0308546
4231380	0.00478494	0.0113742	-0.0423895
4231390	0.000821829	0.00911283	-0.0479008
4231400	-0.00112522	0.00372612	-0.0510778
4231410	0.00560164	-0.000636101	-0.055894
4231420	0.0144005	-0.000725031	-0.0596297
4231430	0.0133326	-0.00178766	-0.0596663
4231440	0.00698423	-0.00500858	-0.0610304
4231450	0.00937021	-0.00510979	-0.0651503
4231460	0.0117536	-0.00202906	-0.0693521
4231470	0.00319767	0.00431836	-0.0700287
4231480	-0.00441349	0.0107207	-0.0685171
4231490	-0.00585747	0.0140589	-0.0622914
4231500	-0.00138772	0.0208024	-0.0472679
4231510	0.0027796	0.0181316	-0.0266883
4231520	0.00292349	0.0111045	-0.0105032
4231530	0.000415206	0.00913727	-0.00420487
4231540	-0.0029155	0.00918376	-0.00227296
4231550	0.000290155	0.0102507	-0.00210822
4231560	0.00676775	0.00705457	-0.00270379
4231570	0.0120542	0.0017879	-0.00118494
4231580	0.0172173	-0.00448668	0.00248539
4231590	0.0150239	-0.0118892	0.00361097
4231600	0.00885916	-0.0120071	-0.00102115
4231610	0.00891948	-0.00991201	-0.00213778
4231620	0.0100514	-0.0109971	-0.0031085
4231630	0.00690782	-0.0120903	-0.00433517
4231640	0.000312209	-0.0162662	-0.00142407
4231650	-0.000502229	-0.0237985	-0.0055443
4231660	0.00225902	-0.02724	-0.0159539
4231670	0.00149512	-0.0210098	-0.0214919
4231680	0.00166905	-0.00623941	-0.0250609
4231690	0.00605965	0.00432277	-0.0272024
4231700	0.0108459	0.00350964	-0.0172971
4231710	0.00678003	-0.00779486	-0.00232065
4231720	0.00804567	-0.0205998	-0.00511408
4231730	0.0172215	-0.0261505	-0.0150846
4231740	0.0195419	-0.0219829	-0.018252
4231750	0.0189751	-0.0121995	-0.00894058
4231760	0.0189266	-0.0117228	0.0102388
4231770	0.0171812	-0.0188596	0.022048
4231780	0.0163651	-0.0242704	0.0178729
4231790	0.016984	-0.0224127	0.00719857
4231800	0.0108753	-0.0151322	0.00131297
4231810	0.00634468	-0.00654972	0.00508571
4231820	0.00710309	-0.00641572	0.0104595
4231830	0.0101855	-0.00635684	0.0127757
4231840	0.0142125	-0.00624311	0.0172796
4231850	0.009758	-0.0146576	0.0204284
4231860	0.0057354	-0.0200747	0.0160612
4231870	0.00384426	-0.0180628	0.0116305
4231880	0.00704551	-0.0116926	0.0116583
4231890	0.0154744	-0.0148054	0.0143768
4231900	0.0196319	-0.0221692	0.0169483
4231910	0.0191938	-0.0177419	0.0242727
4231920	0.0155467	-0.0101389	0.0313227
4231930	0.0114594	-0.0123476	0.0279354
4231940	0.00497425	-0.0170265	0.0106052
4231950	-0.00157452	-0.0195578	-0.00571775
4231960	-0.00416195	-0.0177063	-0.0165844
4231970	0.00670445	-0.00821877	-0.0193762
4231980	0.020287	-0.00593877	-0.0132886
4231990	0.021112	-0.0111346	-0.00883996
4232000	0.0146432	-0.0185454	-0.00797057
4232010	0.0108688	-0.0240679	-0.0165856
4232020	0.0138739	-0.0223116	-0.0313798
4232030	0.0196437	-0.0118791	-0.0387671
4232040	0.0224085	-0.00320292	-0.0313601
4232050	0.0178245	-0.00520062	-0.0262517
4232060	0.0107179	-0.00855529	-0.0329895
4232070	0.012536	-0.014173	-0.0455322
4232080	0.0240977	-0.019825	-0.0596226
4232090	0.0278612	-0.0179347	-0.069043
4232100	0.0205594	-0.0106035	-0.0728687
4232110	0.0113702	-0.0055033	-0.0810157
4232120	0.0111102	-0.00796938	-0.0948305
4232130	0.0140582	-0.0125507	-0.108399
4232140	0.0102174	-0.0127436	-0.116088
4232150	0.0166881	-0.00745416	-0.116903
4232160	0.0215286	0.00125241	-0.108306
4232170	0.0176996	0.00363123	-0.0979333
4232180	0.00997043	0.00266171	-0.0941062
4232190	0.00544691	0.00275898	-0.0901145
4232200	0.0051347	0.00501215	-0.0848594
4232210	0.006145	0.000797868	-0.083624
4232220	0.00790024	-0.00373292	-0.0951321
4232230	0.00436711	-0.000875473	-0.108214
4232240	0.00574374	0.00217676	-0.113542
4232250	0.0139847	0.00126445	-0.107692
4232260	0.0198443	-0.00485003	-0.0975863
4232270	0.0194125	-0.00784755	-0.0900704
4232280	0.0141933	-0.00897121	-0.0924871
4232290	0.0101068	-0.0122404	-0.095847
4232300	0.0112343	-0.00802219	-0.0969543
4232310	0.0104705	-0.00179195	-0.102492
4232320	0.0128539	0.00128865	-0.106694
4232330	0.0169402	0.00455797	-0.103334
4232340	0.0175099	0.00795317	-0.0948569
4232350	0.0152481	0.00800169	-0.0928609
4232360	0.0142422	0.00691259	-0.0939596
4232370	0.0151876	0.00590658	-0.0917442
4232380	0.012738	0.00815582	-0.0866172
4232390	0.0125474	0.0135384	-0.0835682
4232400	0.0188965	0.0156983	-0.0821768
4232410	0.0174595	0.0105511	-0.0757321
4232420	0.0130619	0.00847423	-0.0738095
4232430	0.0149512	0.00858378	-0.0694337
4232440	0.0111257	0.00671995	-0.0589514
4232450	0.00748384	0.00795901	-0.0517371
4232460	0.00723374	0.0101858	-0.047544
4232470	0.00817049	0.0197866	-0.0456023
4232480	0.00923753	0.0219101	-0.045593
4232490	0.00490558	0.0155641	-0.044623
4232500	0.000326037	0.00826299	-0.0393777
4232510	0.00335336	-0.000137091	-0.0357808
4232520	0.006621	0.000903487	-0.0366781
4232530	0.00548387	0.0083524	-0.0358716
4232540	0.000769734	0.0138321	-0.0288308
4232550	-0.004884	0.012893	-0.0238138
4232560	-0.00268507	0.0139314	-0.024775
4232570	0.00517082	0.0116663	-0.0306438
4232580	0.0137914	0.00211036	-0.0309473
4232590	0.0156906	-0.00944757	-0.0262704
4232600	0.0143104	-0.00825703	-0.0210519
4232610	0.0171338	0.00463545	-0.0148163
4232620	0.0183971	0.0113727	1.50204e-05
4232630	0.0133202	0.0053432	0.0137286
4232640	0.00667036	-0.0083524	0.017948
4232650	0.00573099	-0.0147713	0.0159243
4232660	0.00680077	-0.0158299	0.0160156
4232670	0.00869179	-0.0178417	0.0204465
4232680	0.0105208	-0.019827	0.0259391
4232690	0.0105839	-0.0209141	0.0249044
4232700	0.00988746	-0.0210744	0.0184686
4232710	0.0110166	-0.0189774	0.0174159
4232720	0.0139704	-0.0135623	0.0217191
4232730	0.018055	-0.00817156	0.0250242
4232740	0.0155449	-0.00801754	0.031268
4232750	0.0130419	-0.0163487	0.0377307
4232760	0.0104741	-0.0214717	0.0451732
4232770	0.0118624	-0.0158478	0.0579081
4232780	0.0122412	-0.00707042	0.0694348
4232790	0.00783753	-0.00172246	0.0711657
4232800	0.0059464	0.000289202	0.066735
4232810	0.0086391	0.00429881	0.0571959
4232820	0.012156	0.00417316	0.0520782
4232830	0.0151824	-0.00316632	0.0556477
4232840	0.0118624	-0.0158478	0.0579081
4232850	0.00167334	-0.0192614	0.0488541
4232860	-0.00210965	-0.0141772	0.0399653
4232870	0.00523651	-0.000321269	0.0421816
4232880	0.0139753	0.0138551	0.0572698
4232890	0.01719	0.0206755	0.0754151
4232900	0.0142481	0.0178324	0.0891747
4232910	0.0102443	0.00650144	0.103089
4232920	0.00856543	-0.00596499	0.113973
4232930	0.00606143	-0.0132357	0.120409
4232940	-0.00211668	-0.0134103	0.113524
4232950	-0.00640988	-0.00856555	0.095014
4232960	-0.00346696	-0.00678289	0.0812818
4232970	0.00338221	-0.00907636	0.0742869
4232980	0.00582576	-0.00390077	0.0689685
4232990	0.00374305	0.00455427	0.0675594
4233000	-0.00135267	0.0044384	0.0629915
4233010	-0.000793934	0.00420117	0.0534338
4233020	0.00210035	0.00646055	0.0588809
4233030	0.00361991	0.00354624	0.0697106
4233040	0.00564039	-0.00488234	0.0721817
4233050	0.000923276	-0.012581	0.0614334
4233060	-0.00443351	-0.0141022	0.0430232
4233070	-0.00168133	-0.00693703	0.03234
4233080	0.00441861	-0.00361085	0.0379519
4233090	0.00524354	-0.00880659	0.0424006
4233100	0.00373018	-0.0133172	0.0317624
4233110	0.00277102	-0.0127616	0.0114297
4233120	0.00647068	-0.00872374	0.00301647
4233130	0.00848413	-0.00866687	0.00526857
4233140	0.00534153	-0.0108207	0.00406909
4233150	0.00119126	-0.0119424	0.00171638
4233160	0.000432014	-0.0110155	-0.00368488
4233170	0.0031265	-0.0091275	-0.0131691
4233180	0.00639677	-0.011269	-0.0139843
4233190	0.00257134	-0.0131328	-0.00350189
4233200	-0.000313878	-0.00963843	0.00903141
4233210	0.00251567	-0.00417078	0.0154586
4233220	0.00244915	0.00115883	0.0163836
4233230	0.00363958	0.00429034	0.0142416
4233240	0.00382495	0.00527203	0.0110284
4233250	-0.000264049	0.00518465	0.00758636
4233260	0.00218308	0.00611746	0.00237727
4233270	0.00795984	0.00806463	-0.00479114
4233280	0.00738752	0.00785148	-0.0133508
4233290	0.00229621	0.00243258	-0.0177821
4233300	-0.00323057	-0.00174153	-0.0148069
4233310	-0.00850821	-0.00708151	-0.0160521
4233320	-0.00599289	-0.0135995	-0.0221317
4233330	0.00286734	-0.0126543	-0.0269567
4233340	0.00317156	-0.00536132	-0.0324581
4233350	-0.0037595	0.00393307	-0.0427103
4233360	-0.0011909	0.00799513	-0.0501255
4233370	0.0125211	0.00385845	-0.0459975
4233380	0.0283068	0.00187349	-0.0407345
4233390	0.0267953	-0.00475836	-0.051318
4233400	0.0152731	-0.00533688	-0.0743878
4233410	0.0106649	0.00494325	-0.0877252
4233420	0.0160029	0.0123782	-0.0875965
4233430	0.0187165	0.00835264	-0.0787992
4233440	0.00759804	0.00321329	-0.0718689
4233450	-0.00617158	0.00207305	-0.074798
4233460	-0.00970376	0.00386977	-0.0878525
4233470	-0.00185668	0.0122114	-0.093995
4233480	0.00493705	0.0188799	-0.0820293
4233490	0.00288022	0.0129356	-0.0649376
4233500	0.00301588	-0.000905871	-0.0667058
4233510	0.0038929	-0.0108211	-0.0813271
4233520	0.00777781	-0.00580156	-0.0929534
4233530	0.0140001	-0.000406623	-0.0895201
4233540	0.0135629	0.00295997	-0.0821685
4233550	0.0089159	0.00204921	-0.0760255
4233560	0.00558984	-0.00320768	-0.0739568
4233570	0.00257134	-0.00541425	-0.07728
4233580	0.00168693	-0.0033741	-0.0805848
4233590	-0.000573993	-0.00438607	-0.0785615
4233600	-0.00408733	-0.0085032	-0.0733343
4233610	-0.0061636	-0.00747299	-0.0745516
4233620	-0.00466394	-0.00341284	-0.0820309
4233630	-0.00365639	-0.00444508	-0.0808775
4233640	0.00188494	-0.000881553	-0.0657079
4233650	0.00692952	0.00289297	-0.0420426
4233660	0.000465512	0.00653923	-0.0233294
4233670	-0.00317812	0.00989962	-0.0161698
4233680	0.000603199	0.00693691	-0.0073359
4233690	0.00112128	-0.00236988	0.00253212
4233700	-0.00484097	-0.00529861	0.0129138
4233710	-0.00772345	-0.00498629	0.0255293
4233720	-0.00186837	-0.00579727	0.0354985
4233730	-0.00217617	-0.00884736	0.0408905
4233740	-0.011793	-0.012048	0.0403963
4233750	-0.0149451	-0.00253463	0.0388957
4233759	-0.00356591	0.00401032	0.0458078
4233769	0.00116086	4.1604e-05	0.0568571
4233779	-0.00543201	-0.00731635	0.0598503
4233789	-0.0108364	-0.00942159	0.0606469
4233799	-0.00498748	-0.00280786	0.0704247
4233809	0.00665104	0.0072639	0.0911242
4233819	0.00635326	0.0089066	0.114524
4233829	-0.0103565	0.00280178	0.125409
4233839	-0.0161352	0.00297594	0.132523
4233849	-0.000973701	0.00549734	0.148296
4233859	0.00741112	-0.00244224	0.170331
4233869	-0.00174868	-0.0159837	0.180794
4233879	-0.0140097	-0.0236706	0.17066
4233889	-0.0142723	-0.0229547	0.156762
4233899	-0.00943923	-0.0221231	0.147434
4233909	-0.00882375	-0.0160227	0.13665
4233919	-0.00185764	-0.00988352	0.127312
4233929	0.00725269	-0.0111651	0.118294
4233939	0.0103258	-0.0168598	0.102629
4233949	0.00579214	-0.0214556	0.088613
4233959	0.000198007	-0.0192391	0.092486
4233969	-0.0036335	-0.0136782	0.102777
4233979	-0.00546169	-0.0127534	0.0973115
4233989	-0.0041616	-0.00906444	0.0749006
4233999	0.00161421	-0.00605667	0.067705
4234009	0.00351417	-0.0186751	0.0724094
4234019	0.00119913	-0.029207	0.0757408
4234029	0.00490952	-0.0215367	0.0853631
4234039	0.00390673	-0.00944746	0.102054
4234049	-0.0052681	-0.00495756	0.112051
4234059	-0.0053302	-0.00493109	0.113113
4234069	0.00322211	-0.00703597	0.11368
4234079	0.00548387	-0.00708461	0.111685
4234089	-0.00131691	-0.00526774	0.0995001
4234099	-0.000572801	-0.00452352	0.086729
4234109	0.00602996	-0.00883293	0.0840368
4234119	0.00722301	-0.0088836	0.0819769
4234129	0.0104295	-0.0088774	0.0821691
4234139	0.0093677	-0.017365	0.0823239
4234149	0.00321269	-0.02915	0.0779928
4234159	0.003649	-0.031456	0.0706139
4234169	0.00514972	-0.0284564	0.0631621
4234179	0.00388193	-0.0298904	0.0481937
4234189	0.0039314	-0.0314277	0.0290418
4234199	0.00693631	-0.0296713	0.0142475
4234209	0.00498569	-0.0308154	0.0109609
4234219	0.00102532	-0.0362588	0.00553179
4234229	0.00214005	-0.0335513	-0.0136657
4234239	0.00840461	-0.0212084	-0.0296034
4234249	0.00965524	-0.015982	-0.0328621
4234259	0.00544298	-0.0170774	-0.0341529
4234269	-0.00129032	-0.0216509	-0.0472351
4234279	-0.00225031	-0.0200347	-0.0675954
4234289	0.00553918	-0.0169699	-0.0725391
4234299	0.00899565	-0.0191905	-0.07654
4234309	-0.000512242	-0.0207729	-0.0973303
4234319	-0.00431585	-0.00765359	-0.124556
4234329	0.00352609	0.00705206	-0.130862
4234339	0.00856245	0.00401223	-0.12515
4234349	0.00762916	-0.00983143	-0.126982
4234359	0.0110935	-0.0215981	-0.130737
4234369	0.00883281	-0.0226102	-0.128714
4234379	0.00712788	-0.0206774	-0.13633
4234389	0.00723493	-0.0169379	-0.156681
4234399	0.00590694	-0.0204668	-0.170533
4234409	0.00225508	-0.0239208	-0.181326
4234419	0.00627029	-0.0263786	-0.194885
4234429	0.011781	-0.019473	-0.21606
4234439	0.0120077	-0.0104825	-0.238672
4234449	0.0114985	-0.0117826	-0.248266
4234459	0.008111	-0.0180738	-0.245108
4234469	0.000896454	-0.0241075	-0.231522
4234479	-0.000111938	-0.0220145	-0.232703
4234489	0.00502169	-0.00964737	-0.247643
4234499	0.00356078	-0.00251687	-0.259644
4234509	-0.00342524	-0.00168133	-0.268615
4234519	-0.00286937	0.00126326	-0.278255
4234529	0.00253689	0.00124717	-0.278997
4234539	0.00751019	-0.000705719	-0.27225
4234549	0.01147	0.00579846	-0.266849
4234559	0.0153072	0.010234	-0.259268
4234569	0.008214	0.00732958	-0.247889
4234579	-0.0040369	0.004336	-0.240015
4234589	-0.00654972	0.00767195	-0.233854
4234599	0.00106716	0.011266	-0.217494
4234609	0.0056833	0.00780034	-0.186203
4234619	0.00923514	-0.000970721	-0.15484
4234629	0.0092541	-0.00688457	-0.136558
4234639	0.00755835	0.000801802	-0.126194
4234649	0.00436354	0.00336719	-0.108323
4234659	0.00129652	0.0016371	-0.0924672
4234669	-0.00146186	0.00189674	-0.0819757
4234679	-0.00378394	-0.000149608	-0.0788631
4234689	-0.00435615	-0.000362635	-0.0874228
4234699	-0.00750148	0.000665545	-0.0887043
4234709	-0.00705862	0.00729525	-0.0781848
4234719	0.000549316	0.0214961	-0.0620987
4234729	0.00156868	0.0230354	-0.0428828
4234739	-0.00262225	0.0128443	-0.0258096
4234749	-0.00311255	0.00563049	-0.0171224
4234759	0.00091362	0.00680506	-0.0126457
4234769	0.000348687	0.014467	-0.00327957
4234779	-0.00555933	0.021058	0.00579369
4234789	-0.00694215	0.0254306	0.0109301
4234799	-0.00316167	0.0235283	0.0197366
4234809	0.000557661	0.0205919	0.0296327
4234819	0.00157785	0.0210706	0.048876
4234829	0.00562191	0.0173919	0.071607
4234839	0.0040617	0.0112367	0.0802028
4234849	-0.000777006	0.000408649	0.0716606
4234859	-0.00179017	-0.00855541	0.052636
4234869	0.00197589	-0.00984716	0.0432979
4234879	0.00367725	-0.00753725	0.050805
4234889	0.00543797	-0.0020715	0.057168
4234899	0.00802016	0.00244105	0.0678703
4234909	0.00199318	0.00272071	0.0792317
4234919	-0.00586271	0.00498593	0.0851005
4234929	-0.0109568	0.00274873	0.0805873
4234939	-0.0117773	0.00264132	0.0762753
4234949	-0.0066185	0.00167	0.0798088
4234959	-1.58548e-05	-0.00263929	0.0771166
4234969	-0.00140858	-0.00295997	0.064245
4234979	-0.00833786	0.00421309	0.0540473
4234989	-0.00720954	0.00737071	0.0529674
4234999	-0.000981092	0.00534081	0.0565922
4235009	-0.00134909	0.000195622	0.0631009
4235019	-0.00611484	-0.00702631	0.071532
4235029	-0.00196278	-0.008026	0.0739396
4235039	0.00645828	-0.00159287	0.0764115
4235049	0.00778365	0.00511825	0.0901809
4235059	0.000501633	0.00547493	0.104664
4235069	-0.00426579	0.000374317	0.113041
4235079	0.00196528	-0.00483763	0.116748
4235089	0.010397	-0.0111325	0.119548
4235099	0.0111651	-0.0226661	0.125223
4235109	0.0101025	-0.0300928	0.12535
4235119	0.000980496	-0.0313829	0.116306
4235129	-0.00563371	-0.0296451	0.100935
4235139	-0.0015645	-0.0225834	0.0860683
4235149	0.00483048	-0.017718	0.0681982
4235159	0.00802171	-0.0160407	0.0502181
4235169	0.0116601	-0.0130371	0.0428942
4235179	0.014619	-0.0139861	0.0473617
4235189	0.00859571	-0.0179491	0.0588326
4235199	-0.000824094	-0.0175965	0.0731878
4235209	-0.00220406	-0.0164059	0.0784065
4235219	0.0030762	-0.0142479	0.0797336
4235229	0.0091176	-0.015138	0.086517
4235239	0.00685835	-0.0182714	0.088595
4235249	6.11544e-05	-0.0206972	0.07652
4235259	0.000171781	-0.0212003	0.0562786
4235269	0.00638318	-0.0194377	0.0416765
4235279	0.00782454	-0.019594	0.0353687
4235289	0.00807726	-0.0250027	0.0312577
4235299	0.00838935	-0.0272559	0.0260026
4235309	0.0108339	-0.0231409	0.0207113
4235319	0.00988388	-0.0168316	0.0183592
4235329	0.00471759	-0.015852	0.0148311
4235339	0.000117302	-0.015118	0.00173986
4235349	0.00430918	-0.00598752	-0.015306
4235359	0.00914145	-0.0040952	-0.0246624
4235369	0.00970888	-0.0149394	-0.0339465
4235379	0.00316167	-0.019592	-0.0502149
4235389	0.000883698	-0.0168115	-0.0664188
4235399	0.00369537	-0.00649071	-0.0782462
4235409	0.00626063	0.00181437	-0.0857708
4235419	0.00556159	0.00483608	-0.0922887
4235429	0.00235593	0.00376928	-0.0924536
4235439	0.00430655	0.00491321	-0.089167
4235449	0.00368309	0.00835896	-0.0786294
4235459	-0.00618303	0.00632441	-0.074903
4235469	-0.00788605	0.0061357	-0.0824649
4235479	-9.29832e-05	0.00495768	-0.0872991
4235489	-0.00084877	0.00164175	-0.0925909
4235499	-0.00500262	0.00476289	-0.0950531
4235509	-0.00184643	0.00736701	-0.075736
4235519	-0.00408769	-0.000619531	-0.0554038
4235529	-0.0126365	-0.00275743	-0.0558614
4235539	-0.0143477	0.00660002	-0.0636694
4235549	-0.0151734	0.0128566	-0.0681456
4235559	-0.0124574	0.00564897	-0.0592661
4235569	-0.0117487	-0.00904036	-0.0524471
4235579	-0.0154617	-0.0135286	-0.0621517
4235589	-0.0154797	-0.00867546	-0.0804061
4235599	-0.00656009	-0.00457454	-0.086375
4235609	-0.00360537	-0.00022018	-0.0820445
4235619	-0.00819111	-9.65595e-05	-0.0769908
4235629	-0.0105141	-0.00108206	-0.0739056
4235639	-0.0131475	-0.00193608	-0.0655104
4235649	-0.0140139	-0.00474894	-0.0505606
4235659	-0.0125573	-0.00657606	-0.0386962
4235669	-0.010164	0.00119746	-0.0248898
4235679	-0.000914931	0.0156134	-0.000180006
4235689	0.000985265	0.0193554	0.0222316
4235699	-0.00705433	0.0185175	0.0313685
4235709	-0.0111876	0.0136034	0.0472429
4235719	-0.00562227	0.00488913	0.0808586
4235729	-0.00201344	0.00245571	0.110996
4235739	-0.00150871	0.00905907	0.120454
4235749	-0.00880957	0.0153297	0.116656
4235759	-0.0165431	0.0196635	0.120346
4235769	-0.0138128	0.0118454	0.14737
4235779	-0.0121466	-0.00127816	0.174468
4235789	-0.0118822	-0.00411534	0.188419
4235799	-0.0142105	0.00126302	0.19134
4235809	-0.0181736	-0.000998497	0.185829
4235819	-0.0167279	-0.00645804	0.179658
4235829	-0.00716615	-0.0117165	0.181433
4235839	0.000329256	-0.0112517	0.199999
4235849	0.00632286	-0.0127258	0.22599
4235859	0.00350511	-0.015622	0.237625
4235869	-0.00636625	-0.0112925	0.241187
4235879	-0.0100125	-0.00474989	0.248265
4235889	-0.0114477	-0.0120186	0.254764
4235899	-0.0189704	-0.0374631	0.256035
4235909	-0.0252415	-0.0587417	0.254074
4235919	-0.0247414	-0.0631955	0.245688
4235929	-0.0197506	-0.0448617	0.21459
4235939	-0.0146401	-0.0212771	0.181231
4235949	-0.0129557	-0.0151745	0.170511
4235959	-0.014021	-0.0194194	0.170557
4235969	-0.009431	-0.0248464	0.16564
4235979	-0.00269961	-0.034512	0.160961
4235989	-0.0031389	-0.0453845	0.15055
4235999	-0.00831473	-0.0406208	0.12879
4236009	-0.0129263	-0.026098	0.115343
4236019	-0.0107371	-0.0133921	0.114081
4236029	-0.00124896	-0.00483525	0.116562
4236039	-0.001122	-0.00807011	0.11452
4236049	-0.00294232	-0.0166916	0.109301
4236059	-0.00602019	-0.0220538	0.107122
4236069	-0.0101075	-0.0242627	0.103734
4236079	-0.0120634	-0.0190423	0.100284
4236089	-0.00987077	-0.0105791	0.0991307
4236099	-0.00804877	-0.00407898	0.104404
4236109	-0.00546384	-0.00274849	0.115189
4236119	-0.00293934	-0.00351298	0.12709
4236129	-0.00337565	-0.00120699	0.134469
4236139	-0.00305176	-0.000888586	0.147277
4236149	-0.00397754	-0.00685716	0.163371
4236159	-0.0104482	-0.0121466	0.164186
4236169	-0.0183126	-0.0166959	0.152101
4236179	-0.0211518	-0.0104961	0.145373
4236189	-0.0161943	0.0066433	0.151627
4236199	-0.00845587	0.0133667	0.165781
4236209	-0.00409436	0.00107062	0.183421
4236219	0.00189471	-0.0114607	0.191567
4236229	-0.00243485	-0.0209887	0.19262
4236239	-0.0152538	-0.0294989	0.19207
4236249	-0.0236155	-0.0327765	0.188454
4236259	-0.021163	-0.0382075	0.183409
4236269	-0.0212928	-0.0481514	0.167662
4236279	-0.0284768	-0.0498086	0.143813
4236289	-0.0349681	-0.0470629	0.126291
4236299	-0.0338578	-0.039052	0.106957
4236309	-0.0249605	-0.0247945	0.0825962
4236319	-0.0143558	-0.0156516	0.0659347
4236329	-0.0121517	-0.0209773	0.0651376
4236339	-0.014661	-0.0218838	0.0714089
4236349	-0.0168633	-0.0186796	0.0722605
4236359	-0.0229002	-0.0230929	0.0656139
4236369	-0.0243516	-0.0276297	0.0539137
4236379	-0.0236714	-0.0247377	0.0421498
4236389	-0.0240608	-0.020787	0.0302945
4236399	-0.0202975	-0.0188968	0.020874
4236409	-0.0173538	-0.0181748	0.00716925
4236419	-0.0146662	-0.00780106	-0.00253427
4236429	-0.0121578	-0.00583375	-0.00883281
4236439	-0.0102173	-0.00938296	-0.0235543
4236449	-0.0115453	-0.0129118	-0.037406
4236459	-0.0107348	-0.0174974	-0.0511022
4236469	-0.00665915	-0.0178603	-0.0657777
4236479	-0.0101897	-0.0181849	-0.0787776
4236489	-0.0181212	-0.0163438	-0.0899644
4236499	-0.0208311	-0.016561	-0.0986524
4236509	-0.0199	-0.0169564	-0.114582
4236519	-0.0187852	-0.014249	-0.13378
4236529	-0.0184821	-0.00589526	-0.139308
4236539	-0.0205008	0.000411987	-0.141725
4236549	-0.0208876	0.00118053	-0.153498
4236559	-0.0131584	0.0021503	-0.157325
4236569	-0.00296938	0.00556374	-0.148271
4236579	-0.00138962	0.00474453	-0.138558
4236589	-0.00748777	-0.000703096	-0.144115
4236599	-0.00359309	-0.00735104	-0.15544
4236609	-0.000646591	-0.00981104	-0.169063
4236619	-0.0018549	-0.0080893	-0.185176
4236629	-0.0070138	-0.00711799	-0.188709
4236639	-0.00934029	-0.00386095	-0.185733
4236649	-0.00681663	-0.00356472	-0.173859
4236659	-0.000696898	-0.007213	-0.149938
4236669	0.00328326	-0.008744	-0.1262
4236679	0.00323474	-0.00826728	-0.10702
4236689	0.00142264	-0.0100745	-0.0942857
4236699	0.000987291	-0.00882924	-0.0868794
4236709	-0.00442326	-0.00350976	-0.0862744
4236719	-0.00568902	0.00929558	-0.083481
4236729	-8.11815e-05	0.00752926	-0.0692362
4236739	0.0057224	-0.00598359	-0.0578765
4236749	0.00636649	-0.0174645	-0.0500776
4236759	0.000342965	-0.0214275	-0.0386065
4236769	-0.00511265	-0.019874	-0.0187125
4236779	-0.00271845	-0.0131609	-0.00487888
4236789	0.00381339	-0.00683725	-0.00678289
4236799	0.00192928	-0.0133109	-0.0109946
4236809	-0.0103912	-0.0241535	-0.0199851
4236819	-0.0164318	-0.0243241	-0.0267411
4236829	-0.00957334	-0.0208639	-0.0157553
4236839	-0.00623	-0.0193994	0.000403047
4236849	-0.0088048	-0.016037	0.00762677
4236859	-0.0113149	-0.0158828	0.0138706
4236869	-0.0169029	-0.0210911	0.017935
4236879	-0.0161437	-0.0220178	0.0233363
4236889	-0.0113635	-0.0154061	0.0330502
4236899	-0.0010556	-0.00568116	0.039816
4236909	0.00813293	-0.00972092	0.0479356
4236919	0.00941205	-0.0220759	0.0632598
4236929	0.00672007	-0.0271461	0.0728264
4236939	0.0069046	-0.0251038	0.0695856
4236949	0.000739932	-0.0252216	0.0649534
4236959	-0.00335097	-0.0231876	0.0614568
4236969	0.000922561	-0.021058	0.0616581
4236979	0.0066545	-0.022877	0.0737787
4236989	0.0101901	-0.0289165	0.0869429
