Timestamp(ms E-10)	acc_X	acc_Y	acc_Z	
4208004	-0.562804	0.205852	9.75204
4208014	-0.601056	0.22484	9.7493
4208024	-0.553786	0.229947	9.76149
4208034	-0.534401	0.239397	9.75762
4208044	-0.576893	0.239065	9.7456
4208054	-0.571836	0.210353	9.74186
4208064	-0.563609	0.220517	9.76591
4208074	-0.58434	0.249811	9.79253
4208084	-0.567873	0.258395	9.75517
4208094	-0.546874	0.224213	9.72392
4208104	-0.581647	0.172323	9.74701
4208114	-0.616174	0.167978	9.76415
4208124	-0.606881	0.172886	9.76933
4208134	-0.583786	0.197135	9.78437
4208144	-0.568124	0.220385	9.76088
4208154	-0.572632	0.205954	9.75622
4208164	-0.58777	0.201525	9.76973
4208174	-0.59442	0.221437	9.80219
4208184	-0.584322	0.206912	9.79362
4208194	-0.581653	0.186623	9.74665
4208204	-0.590943	0.176949	9.74158
4208214	-0.58032	0.181246	9.72304
4208224	-0.566785	0.200707	9.73764
4208234	-0.573161	0.196665	9.76595
4208244	-0.611136	0.191698	9.75908
4208254	-0.590672	0.162527	9.7372
4208264	-0.551638	0.181304	9.72473
4208274	-0.550319	0.209292	9.70028
4208284	-0.597572	0.161286	9.68919
4208294	-0.601018	0.129509	9.75172
4208304	-0.566779	0.164785	9.82431
4208314	-0.600526	0.207739	9.826
4208324	-0.601848	0.206141	9.76402
4208334	-0.57262	0.177354	9.75695
4208344	-0.570501	0.178585	9.80468
4208354	-0.573967	0.216097	9.77971
4208364	-0.351204	0.382028	9.73621
4208374	-0.497223	0.261586	9.69255
4208384	-0.712536	0.0753775	9.68936
4208394	-0.569948	0.147532	9.71022
4208404	-0.565449	0.185796	9.71428
4208414	-0.575817	0.209977	9.72734
4208424	-0.590137	0.157516	9.72783
4208434	-0.581105	0.148246	9.73813
4208444	-0.577654	0.1441	9.76226
4208454	-0.580579	0.140677	9.81458
4208464	-0.564922	0.178229	9.79073
4208474	-0.541546	0.185844	9.71568
4208484	-0.551372	0.181182	9.71999
4208494	-0.575534	0.166956	9.72369
4208504	-0.610852	0.148677	9.75542
4208514	-0.632627	0.126028	9.80236
4208524	-0.609262	0.140619	9.81289
4208534	-0.618848	0.202566	9.81075
4208544	-0.581668	0.224755	9.74568
4208554	-0.531744	0.226085	9.79623
4208564	-0.54264	0.23621	9.81915
4208574	-0.519244	0.19616	9.74532
4208584	-0.525882	0.182706	9.77862
4208594	-0.543155	0.193554	9.82973
4208604	-0.53597	0.168632	9.78791
4208614	-0.535694	0.144675	9.78377
4208624	-0.528252	0.121841	9.8229
4208634	-0.508608	0.145467	9.81393
4208644	-0.516047	0.163537	9.77492
4208654	-0.48761	0.111284	9.78269
4208664	-0.466358	0.0887222	9.83215
4208674	-0.482019	0.0654716	9.85564
4208684	-0.484664	0.0454178	9.81788
4208694	-0.468464	0.0541239	9.78526
4208704	-0.473775	0.049593	9.7946
4208714	-0.522104	0.030674	9.80176
4208724	-0.526369	0.0733194	9.7909
4208734	-0.500628	0.129711	9.75763
4208744	-0.514956	0.0963163	9.75763
4208754	-0.522394	0.0879955	9.80505
4208764	-0.483877	0.0736504	9.80292
4208774	-0.47166	0.0819807	9.75578
4208784	-0.503008	0.0926781	9.80131
4208794	-0.52638	0.0971527	9.79029
4208804	-0.573697	0.206442	9.7752
4208814	-0.630307	0.310825	9.75492
4208824	-0.614092	0.242918	9.89577
4208834	-0.700806	-0.16751	10.2584
4208844	-0.804544	-0.274365	9.63088
4208854	-0.618952	-0.0727301	9.30796
4208864	-0.498105	-0.22923	9.89552
4208874	-0.503322	-0.462559	9.91067
4208884	-0.49723	-0.398638	9.79983
4208894	-0.542522	-0.0545521	9.82654
4208904	-0.532032	0.27864	9.79964
4208914	-0.500465	0.386983	9.74635
4208924	-0.49432	0.300584	9.72508
4208934	-0.495626	0.260853	9.66408
4208944	-0.522167	0.209595	9.71146
4208954	-0.55003	0.130347	9.78329
4208964	-0.576336	0.176855	9.73768
4208974	-0.588371	0.39499	9.68856
4208984	-0.582559	0.449152	9.75423
4208994	-0.58112	0.164756	9.82347
4209004	-0.568862	0.0729866	9.77887
4209014	-0.572863	0.11551	9.76327
4209024	-0.576834	0.091301	9.74935
4209034	-0.56677	0.162575	9.73861
4209044	-0.545043	0.277999	9.77507
4209054	-0.544788	0.306476	9.7696
4209064	-0.54079	0.263953	9.78521
4209074	-0.517405	0.23088	9.79695
4209084	-0.502215	0.10661	9.78671
4209094	-0.540403	-0.0316973	9.78797
4209104	-0.634966	0.0105209	9.76227
4209114	-0.826961	-0.0466986	9.76671
4209124	-0.86512	-0.256505	9.76979
4209134	-0.701277	-0.216446	9.84036
4209144	-0.668176	0.0436974	9.75471
4209154	-0.648089	0.307966	9.64437
4209164	-0.557064	0.462767	9.7268
4209174	-0.515888	0.425576	9.76352
4209184	-0.544747	0.206378	9.77214
4209194	-0.533272	0.0768433	9.74276
4209204	-0.495623	0.234463	9.7505
4209214	-0.477343	0.339733	9.7632
4209224	-0.459517	0.276208	9.70393
4209234	-0.462415	0.227676	9.67164
4209244	-0.466377	0.158011	9.74464
4209254	-0.496613	0.0490551	9.77421
4209264	-0.52422	0.0246754	9.75414
4209274	-0.499807	0.0552883	9.83103
4209284	-0.489715	0.0550632	9.8221
4209294	-0.495013	0.0435553	9.74586
4209304	-0.847512	0.136867	10.0419
4209314	-1.06638	-0.380597	9.77061
4209324	-0.765719	-1.02974	9.56182
4209334	-0.778218	-1.10793	10.0443
4209344	-0.919821	-0.920276	9.74053
4209354	-0.811427	-0.296882	9.49765
4209364	-0.697761	0.296634	9.76084
4209374	-0.628478	0.374144	9.80583
4209384	-0.594868	0.0335751	9.7307
4209394	-0.54041	0.00899315	9.70118
4209404	-0.426373	0.409862	9.70725
4209414	-0.390936	0.790278	9.66157
4209424	-0.38883	0.824876	9.70846
4209434	-0.403891	0.629785	9.72681
4209444	-0.383975	0.660613	9.62716
4209454	-0.365071	0.503128	9.80854
4209464	-0.404993	0.029458	9.93732
4209474	-0.461802	0.0103788	9.75342
4209484	-0.437832	0.496496	9.73773
4209494	-0.298181	0.593829	9.81018
4209504	-0.28318	0.300642	9.72322
4209514	-0.346809	0.041646	9.66888
4209524	-0.36823	-0.217246	9.80282
4209534	-0.307872	-0.419019	9.9306
4209544	-0.338968	-0.33183	9.79792
4209554	-0.422433	-0.142563	9.74056
4209564	-0.355572	-0.00198841	9.82669
4209574	-0.291708	0.354776	9.78804
4209584	-0.400731	0.692492	9.75399
4209594	-0.498436	0.607478	9.78851
4209604	-0.489555	0.338727	9.72439
4209614	-0.469392	0.395475	9.70508
4209624	-0.436035	0.636082	9.7867
4209634	-0.301857	0.493233	9.79346
4209644	-0.17179	0.0117016	9.79905
4209654	-0.179918	-0.263181	9.86748
4209664	-0.31965	-0.160317	9.78994
4209674	-0.412399	0.00497627	9.72788
4209684	-0.335136	0.0403395	9.80299
4209694	-0.293986	0.0698814	9.83802
4209704	-0.338359	0.134929	9.77182
4209714	-0.421587	0.395572	9.7079
4209724	-0.476048	0.429688	9.73717
4209734	-0.420473	0.249528	9.77837
4209744	-0.423646	0.224952	9.75022
4209754	-0.414335	0.186961	9.7565
4209764	-0.309943	0.135108	9.77825
4209774	-0.213235	0.0321569	9.85326
4209784	-0.329816	-0.000585556	9.88058
4209794	-0.669331	0.263448	9.76812
4209804	-0.763202	0.572227	9.72141
4209814	-0.612655	0.676291	9.68475
4209824	-0.574365	0.540347	9.77622
4209834	-0.506004	0.248762	9.93533
4209844	-0.342814	-0.0514479	9.94304
4209854	-0.00564575	-0.395066	9.92873
4209864	0.0879173	-0.555612	9.80492
4209874	-0.158306	-0.454557	9.65922
4209884	-0.411242	-0.207453	9.62852
4209894	-0.61223	0.28531	9.68994
4209904	-0.601198	0.53432	9.91295
4209914	-0.672853	0.422334	9.82582
4209924	-0.845445	0.370146	9.65499
4209934	-0.685758	0.181155	9.7216
4209944	-0.320924	-0.297936	9.81718
4209954	-0.328252	-0.577953	9.8715
4209964	-0.630033	-0.36603	9.77212
4209974	-0.840781	0.00325108	9.66934
4209984	-0.685733	0.11919	9.72318
4209994	-0.450329	-0.136011	9.81022
4210004	-0.553072	-0.218355	9.76338
4210014	-0.784974	-0.0696068	9.61731
4210024	-0.797476	-0.0349169	9.6681
4210034	-0.72613	0.182055	9.75731
4210044	-0.778759	0.286815	9.75156
4210054	-0.982984	0.293112	9.62979
4210064	-1.29489	0.576759	9.53752
4210074	-1.35338	0.695949	9.72163
4210084	-0.99439	0.212568	9.83603
4210094	-0.876069	-0.0912933	9.70302
4210104	-1.02749	0.00776386	9.663
4210114	-1.02795	-0.18998	9.76328
4210124	-0.874527	-0.654708	9.8651
4210134	-0.819235	-0.726974	9.65103
4210144	-1.01389	-0.082058	9.50886
4210154	-1.04298	0.162616	9.93448
4210164	-1.01659	-0.0624647	9.89887
4210174	-1.07516	-0.294837	9.58211
4210184	-1.05343	-0.188946	9.61882
4210194	-1.14526	0.275805	9.70167
4210204	-1.15915	0.463636	9.77231
4210214	-1.08961	0.581716	9.72577
4210224	-1.18841	0.599845	9.6909
4210234	-1.12689	0.149721	9.806
4210244	-1.05051	-0.236095	9.82505
4210254	-1.12834	-0.180649	9.75713
4210264	-1.00645	-0.160232	9.80666
4210274	-0.904638	-0.394202	9.79478
4210284	-0.884696	-0.42534	9.69669
4210294	-0.823458	-0.153152	9.70768
4210304	-0.755762	-0.103507	9.78187
4210314	-0.71668	-0.203896	9.77243
4210324	-0.768339	0.160327	9.65533
4210334	-0.689732	0.836236	9.59993
4210344	-0.570248	0.886352	9.69145
4210354	-0.646292	0.425926	9.77965
4210364	-0.712876	0.239774	9.77569
4210374	-0.643599	0.348439	9.73413
4210384	-0.602757	0.478202	9.77136
4210394	-0.597798	0.697352	9.76132
4210404	-0.521562	0.659496	9.77154
4210414	-0.485271	0.209935	9.90896
4210424	-0.606324	0.110676	9.76142
4210434	-0.701507	0.394025	9.65334
4210444	-0.599327	0.531255	9.79403
4210453	-0.450563	0.440745	9.79556
4210463	-0.465868	0.193341	9.82
4210473	-0.535151	0.115831	9.77501
4210483	-0.521643	0.228416	9.70148
4210493	-0.54189	0.355007	9.80189
4210503	-0.533723	0.512936	9.82218
4210513	-0.486275	0.737184	9.82405
4210523	-0.389831	0.646444	9.81774
4210533	-0.263186	0.772084	9.69338
4210543	-0.246074	1.15686	9.63221
4210553	-0.379837	0.915705	9.71621
4210563	-0.380924	0.294104	9.8415
4210573	-0.252331	0.165911	9.86186
4210583	-0.276904	0.526157	9.77504
4210593	-0.310968	0.719555	9.69189
4210603	-0.184919	0.959489	9.74564
4210613	-0.146718	1.04281	9.83153
4210623	-0.244635	0.846075	9.78788
4210633	-0.24026	0.536501	9.80552
4210643	-0.198978	0.241916	9.84878
4210653	-0.349802	0.18343	9.80326
4210663	-0.47898	0.440565	9.78913
4210673	-0.35815	0.451938	9.85789
4210683	-0.276775	0.189939	9.86934
4210693	-0.323212	0.115523	9.75891
4210703	-0.422042	0.205153	9.72223
4210713	-0.432472	0.36024	9.81773
4210723	-0.349279	0.207018	9.79317
4210733	-0.441359	0.0504971	9.64403
4210743	-0.518965	0.162672	9.74142
4210753	-0.542946	0.314806	9.90766
4210763	-0.541677	0.483582	9.79387
4210773	-0.486197	0.568143	9.74259
4210783	-0.495472	0.493946	9.82492
4210793	-0.493032	0.383215	9.78499
4210803	-0.54821	0.25598	9.6611
4210813	-0.508321	0.0929127	9.81052
4210823	-0.437893	-0.0735102	10.0142
4210833	-0.493843	-0.262341	9.90614
4210843	-0.521768	-0.119422	9.71507
4210853	-0.69723	0.32278	9.66492
4210863	-0.709514	0.454889	9.79425
4210873	-0.518228	0.271588	9.89592
4210883	-0.511274	0.182612	9.77472
4210893	-0.577735	0.36592	9.67087
4210903	-0.539772	0.361006	9.8495
4210913	-0.474555	-0.0145636	9.89623
4210923	-0.584673	-0.240903	9.81449
4210933	-0.636919	-0.422261	9.81126
4210943	-0.604175	-0.595634	9.74612
4210953	-0.628413	-0.440819	9.83128
4210963	-0.724946	-0.135585	9.83215
4210973	-0.717534	-0.0436754	9.69685
4210983	-0.626744	0.0566072	9.69965
4210993	-0.635792	0.0776186	9.77481
4211003	-0.630451	0.0106525	9.7673
4211013	-0.500784	-0.120239	9.68297
4211023	-0.552068	-0.0494576	9.65434
4211033	-0.819969	0.409803	9.71266
4211043	-0.757046	0.435605	9.78717
4211053	-0.709124	0.17133	9.71095
4211063	-0.596592	-0.28714	9.68633
4211073	-0.396212	-0.59376	9.62969
4211083	-0.597977	-0.109818	9.53406
4211093	-0.902881	0.520004	9.73356
4211103	-0.93482	0.67871	9.78483
4211113	-0.959511	0.676818	9.71196
4211123	-1.01977	0.582716	9.7632
4211133	-1.04943	0.38295	9.78558
4211143	-1.0584	0.244455	9.77904
4211153	-0.931367	0.0168982	9.83041
4211163	-0.798406	-0.406569	9.86805
4211173	-0.805779	-0.52894	9.74685
4211183	-0.844616	-0.381008	9.75033
4211193	-0.683682	-0.365648	9.78801
4211203	-0.628532	-0.106811	9.65129
4211213	-0.777639	0.152861	9.73597
4211223	-0.828249	0.506715	9.77165
4211233	-0.766242	0.850033	9.76659
4211243	-0.880892	0.627982	9.85122
4211253	-1.03955	0.249382	9.78479
4211263	-0.904484	-0.0962391	9.6967
4211273	-0.917914	-0.373096	9.68865
4211283	-1.06744	-0.403942	9.7902
4211293	-1.06518	-0.0882368	9.8252
4211303	-1.03239	0.286425	9.74139
4211313	-1.03483	0.428313	9.69477
4211323	-1.09327	0.447752	9.70989
4211333	-1.12477	0.163044	9.76767
4211343	-1.16177	-0.278605	9.8434
4211353	-1.03684	-0.52867	9.76182
4211363	-1.01488	-0.298622	9.61911
4211373	-1.24312	-0.0448589	9.66116
4211383	-1.27285	-0.113717	9.76597
4211393	-1.16218	0.0911016	9.753
4211403	-1.07094	0.369711	9.82753
4211413	-1.0013	0.23516	9.7874
4211423	-1.00784	0.0123243	9.65451
4211433	-1.10619	0.21355	9.69125
4211443	-0.934664	0.31424	9.70833
4211453	-0.517179	0.374104	9.61705
4211463	-0.462288	0.570748	9.65817
4211473	-0.6418	0.504881	9.69692
4211483	-0.612574	0.476095	9.68984
4211493	-0.62103	0.353866	9.75914
4211503	-0.577227	0.406018	9.74611
4211513	-0.249364	0.722135	9.79074
4211523	-0.16519	0.751763	9.8283
4211533	-0.293337	0.458165	9.72815
4211543	-0.216877	0.546676	9.64465
4211553	-0.114191	0.750393	9.77416
4211563	-0.0461559	0.618784	9.84821
4211573	-0.0724201	0.582051	9.71896
4211583	-0.0772543	0.715506	9.71529
4211593	0.0694618	1.08344	9.73841
4211603	0.18474	1.02367	9.82295
4211613	0.120647	0.576468	9.86864
4211623	0.0041151	0.441419	9.81279
4211633	-0.0590372	0.298783	9.83175
4211643	-0.181949	0.152367	9.89017
4211653	-0.328012	0.124701	9.92991
4211663	-0.379515	0.0980625	9.82274
4211673	-0.305404	0.0564184	9.87104
4211683	-0.275172	0.153282	9.92753
4211693	-0.315303	0.232883	9.87074
4211703	-0.311291	0.178618	9.80089
4211713	-0.271024	0.439879	9.75852
4211723	-0.311463	0.585987	9.8763
4211733	-0.320677	0.385649	9.87607
4211743	-0.259069	0.421943	9.80255
4211753	-0.362945	0.506918	9.77046
4211763	-0.433026	0.434541	9.73958
4211773	-0.309546	0.4469	9.84659
4211783	-0.279455	0.238828	9.91558
4211793	-0.351094	0.0887089	9.82941
4211803	-0.384277	0.0551529	9.82355
4211813	-0.396949	-0.12674	9.79883
4211823	-0.422948	-0.185218	9.75114
4211833	-0.467918	0.0205135	9.77662
4211843	-0.486671	0.403767	9.84202
4211853	-0.42666	0.436027	9.79709
4211863	-0.316896	0.26733	9.72684
4211873	-0.319878	0.40214	9.77565
4211883	-0.373518	0.37869	9.79215
4211893	-0.420179	0.182673	9.77532
4211903	-0.469543	0.0879793	9.8034
4211913	-0.41263	-0.102324	9.82111
4211923	-0.414181	-0.215988	9.85249
4211933	-0.510676	-0.00131893	9.85565
4211943	-0.500879	0.0748425	9.84953
4211953	-0.471067	-0.0876513	9.83635
4211963	-0.55344	0.0343952	9.7617
4211973	-0.583761	0.156793	9.69964
4211983	-0.523718	0.0743065	9.82914
4211993	-0.500811	-0.0751295	9.76758
4212003	-0.544872	-0.119837	9.69942
4212013	-0.542018	-0.00492191	9.90154
4212023	-0.598537	-0.102944	9.80065
4212033	-0.626908	-0.1959	9.71082
4212043	-0.594253	-0.193256	9.81272
4212053	-0.622842	-0.426877	9.81697
4212063	-0.573462	-0.348691	9.70355
4212073	-0.524486	0.0416555	9.6727
4212083	-0.616664	0.0849819	9.69
4212093	-0.767586	0.269592	9.63831
4212103	-0.808816	0.396999	9.77081
4212113	-0.710211	0.18577	9.90109
4212123	-0.667127	0.0597172	9.82107
4212133	-0.899525	0.139769	9.60048
4212143	-1.1214	0.433498	9.52756
4212153	-0.969174	0.250138	9.81274
4212163	-0.834943	-0.0430317	9.90907
4212173	-0.919871	-0.138679	9.71593
4212183	-0.906499	-0.354867	9.65551
4212193	-0.978759	-0.323957	9.74575
4212203	-1.06753	-0.187235	9.87045
4212213	-0.91718	-0.259413	9.84302
4212223	-0.882924	-0.223788	9.74409
4212233	-0.969485	-0.271384	9.74973
4212243	-1.00056	-0.248718	9.70444
4212253	-0.956109	0.160562	9.66809
4212263	-0.921953	0.400801	9.73547
4212273	-0.974158	0.0977201	9.82108
4212283	-1.13999	-0.267698	9.71101
4212293	-1.22948	-0.256402	9.59587
4212303	-1.22761	-0.350728	9.8223
4212313	-1.22022	-0.254398	9.8584
4212323	-1.15278	-0.15883	9.67891
4212333	-1.05446	-0.295879	9.72629
4212343	-0.932043	-0.266173	9.76609
4212353	-0.887127	-0.333674	9.7371
4212363	-1.02945	-0.432343	9.79792
4212373	-1.10386	-0.321632	9.83837
4212383	-1.06219	-0.210957	9.69033
4212393	-1.12843	0.0650043	9.66513
4212403	-1.06793	0.163404	9.78054
4212413	-0.946724	-0.0633268	9.67909
4212423	-1.07907	0.190856	9.5505
4212433	-1.30408	0.290275	9.711
4212443	-1.372	0.0757847	9.90302
4212453	-1.2304	-0.0158453	9.86127
4212463	-1.15519	-0.0979729	9.63434
4212473	-1.26982	-0.350834	9.63401
4212483	-1.12007	-0.253726	9.69753
4212493	-0.850683	0.189251	9.66881
4212503	-0.443125	0.449065	9.74815
4212513	-0.28373	0.343786	9.73162
4212523	-0.43366	0.029748	9.76411
4212533	-0.633823	-0.180632	9.74813
4212543	-0.666732	-0.216519	9.65182
4212553	-0.386763	0.297139	9.77438
4212563	-0.121346	0.682194	9.90411
4212573	0.0109558	0.612046	9.77075
4212583	-0.055666	0.516458	9.76449
4212593	-0.19313	0.231902	9.83032
4212603	-0.266868	0.0112638	9.78393
4212613	-0.144271	0.255344	9.81354
4212623	-0.10376	0.573682	9.76497
4212633	-0.181052	0.588195	9.77434
4212643	-0.0551643	0.549232	9.92567
4212653	-0.0169086	0.520709	9.92865
4212663	-0.0930271	0.28466	9.83964
4212673	-0.0698309	0.039423	9.94728
4212683	-0.137055	0.0940514	10.0325
4212693	-0.247467	-0.0174189	9.78104
4212703	-0.216366	-0.0588026	9.65528
4212713	-0.209025	0.149366	9.77431
4212723	-0.321123	0.193021	9.80471
4212733	-0.345389	0.431424	9.80199
4212743	-0.365112	0.603227	9.806
4212753	-0.457198	0.422524	9.82899
4212763	-0.469862	0.243189	9.71845
4212773	-0.395677	0.0372705	9.68517
4212783	-0.358492	0.00191307	9.79307
4212793	-0.28503	0.229651	9.92978
4212803	-0.20883	0.282361	9.93769
4212813	-0.401603	0.237947	9.69878
4212823	-0.563659	0.382928	9.59027
4212833	-0.423494	0.506059	9.73833
4212843	-0.331602	0.467273	9.89718
4212853	-0.300201	0.306254	9.94123
4212863	-0.233216	0.206639	9.77619
4212873	-0.255317	0.396747	9.5652
4212883	-0.174671	0.556314	9.8327
4212893	-0.0561047	0.223035	10.0387
4212903	-0.110199	0.0692701	9.81074
4212913	-0.0496721	0.148952	9.75512
4212923	0.0217085	0.275359	9.84663
4212933	-0.0190363	0.560167	9.79412
4212943	-0.0926065	0.560878	9.82312
4212953	-0.168932	0.138707	9.9151
4212963	-0.10641	-0.128218	9.92079
4212973	0.0085516	-0.0206861	9.83431
4212983	-0.20352	0.330139	9.75575
4212993	-0.343559	0.5116	9.76672
4213003	-0.189888	0.111272	9.7764
4213013	-0.285447	-0.0128517	9.77392
4213023	-0.429767	0.227763	9.85936
4213033	-0.538432	0.336561	9.82638
4213043	-0.550571	0.176048	9.70587
4213053	-0.588447	-0.098403	9.7916
4213063	-0.577571	-0.0824862	9.85377
4213073	-0.489241	0.21944	9.72267
4213083	-0.507841	0.286237	9.53884
4213093	-0.397238	-0.0309372	9.62963
4213103	-0.336957	-0.0636692	9.83888
4213113	-0.439341	0.277967	9.77177
4213123	-0.481852	0.346926	9.67223
4213133	-0.385596	0.0487881	9.76169
4213143	-0.453569	0.00147629	9.77795
4213153	-0.517767	-0.166711	9.73079
4213163	-0.233735	-0.462525	9.72168
4213173	-0.182986	0.129371	9.73823
4213183	-0.61348	0.74339	9.6973
4213193	-0.79666	0.579484	9.6335
4213203	-0.617067	0.445154	9.59984
4213213	-0.560998	0.321603	9.80161
4213223	-0.613211	0.0375881	9.88674
4213233	-0.552866	-0.0923376	9.84118
4213243	-0.59029	-0.145213	9.82603
4213253	-0.80973	0.0473185	9.71293
4213263	-1.01108	0.132956	9.70843
4213273	-0.976711	-0.124739	9.7027
4213283	-0.78335	-0.18032	9.76314
4213293	-0.670774	-0.112378	9.80616
4213303	-0.936683	0.0435228	9.75319
4213313	-1.30645	0.224642	9.75541
4213323	-1.14172	0.0450735	9.81731
4213333	-0.870406	-0.339859	9.86688
4213343	-0.846928	-0.606495	9.88456
4213353	-0.908288	-0.535141	9.69333
4213363	-1.22342	-0.111449	9.48297
4213373	-1.2631	0.115324	9.58446
4213383	-0.942446	-0.177818	9.86329
4213393	-0.640101	-0.427771	9.78262
4213403	-0.696278	-0.0589132	9.66037
4213413	-1.22148	0.258671	9.7786
4213423	-1.44023	0.0216188	9.83844
4213433	-1.23548	-0.575509	9.79895
4213443	-1.14833	-0.64	9.70091
4213453	-1.17799	-0.232323	9.78886
4213463	-1.25707	-0.376462	9.74975
4213473	-1.36572	-0.255225	9.45918
4213483	-1.49702	-0.0667496	9.74205
4213493	-1.72824	-0.362234	9.9408
4213503	-1.64978	-0.588826	9.66055
4213513	-1.34704	-0.517452	9.64798
4213523	-1.21019	-0.05408	9.67286
4213533	-1.08341	0.378708	9.62171
4213543	-0.897087	0.648222	9.71159
4213553	-0.763284	0.772424	9.71632
4213563	-0.62222	0.707429	9.59764
4213573	-0.797917	0.37734	9.74813
4213583	-1.07947	-0.181041	9.74096
4213593	-1.07042	-0.211586	9.66604
4213603	-1.11279	0.0974398	9.81292
4213613	-1.18696	0.289406	9.67504
4213623	-1.13879	0.0774422	9.59274
4213633	-1.00323	-0.247497	9.7519
4213643	-0.989632	-0.371033	9.77013
4213653	-0.976051	-0.461202	9.78751
4213663	-1.0602	-0.583952	9.83807
4213673	-1.11397	-0.268976	9.84597
4213683	-0.869917	0.422427	9.83327
4213693	-0.543811	0.498859	9.83148
4213703	-0.330825	-0.0950804	9.73046
4213713	-0.499365	-0.340113	9.66482
4213723	-0.853862	0.130961	9.81302
4213733	-0.92844	0.651595	9.84306
4213743	-0.707379	0.461236	9.67034
4213753	-0.504101	0.229537	9.55956
4213763	-0.225949	0.634418	9.71812
4213772	0.0159111	0.81434	9.8469
4213782	-0.255375	0.496497	9.73418
4213792	-0.480115	-0.0186253	9.73878
4213802	-0.276184	0.0851784	9.69099
4213812	-0.375219	0.680064	9.64147
4213822	-0.330481	1.0247	9.68777
4213832	-0.00939751	1.04405	9.69189
4213842	-0.0367117	0.909566	9.84139
4213852	-0.143721	0.804996	10.0426
4213862	-0.0945091	0.640208	9.9401
4213872	-0.0832634	0.463478	9.74515
4213882	-0.132754	0.705002	9.67894
4213892	-0.137216	0.532925	9.84979
4213902	-0.212332	0.36719	10.083
4213912	-0.212284	0.291273	9.91344
4213922	-0.217176	-0.0466938	9.75498
4213932	-0.365979	0.117524	9.83733
4213942	-0.423702	0.341559	9.83301
4213952	-0.405066	0.249069	9.76023
4213962	-0.434532	0.211245	9.77375
4213972	-0.446791	0.324636	9.73203
4213982	-0.401464	0.55242	9.68604
4213992	-0.278303	0.719989	9.7081
4214002	-0.322426	0.801423	9.72249
4214012	-0.322825	1.13044	9.71888
4214022	-0.167502	1.22719	9.76845
4214032	-0.0581636	0.726939	9.97339
4214042	0.135958	0.113423	10.0385
4214052	0.215181	-0.0302935	9.82767
4214062	-0.148376	-0.0760136	9.72643
4214072	-0.521562	-0.015027	9.87918
4214082	-0.483388	0.135024	9.96337
4214092	-0.48981	0.288626	9.81617
4214102	-0.512665	0.352612	9.70839
4214112	-0.393988	0.42216	9.81366
4214122	-0.4217	0.65041	9.78718
4214132	-0.458163	0.854441	9.7465
4214142	-0.560925	0.776516	9.87106
4214152	-0.724032	0.257343	9.71741
4214162	-0.76656	0.321187	9.78952
4214172	-0.485654	0.474429	9.99274
4214182	-0.311562	0.214664	9.71897
4214192	-0.68448	0.309242	9.6946
4214202	-0.786808	0.474169	9.8035
4214212	-0.459505	0.225985	9.79096
4214222	-0.243473	-0.0504093	9.7964
4214232	-0.504062	0.0693331	9.8209
4214242	-0.619424	0.290818	9.90377
4214252	-0.481291	0.236702	9.83705
4214262	-0.635118	0.365458	9.83901
4214272	-0.663328	0.491295	9.91039
4214282	-0.529301	0.105821	9.75655
4214292	-0.580145	0.422009	9.62642
4214302	-0.612963	0.759655	9.77314
4214312	-0.80214	0.315122	9.73993
4214322	-1.04242	0.155744	9.66789
4214332	-0.985917	0.287133	9.76793
4214342	-0.865912	0.387228	9.76293
4214352	-0.896004	0.600068	9.69382
4214362	-0.96268	0.637943	9.68417
4214372	-0.841453	0.34669	9.67012
4214382	-0.842998	0.240349	9.61555
4214392	-0.999719	0.267793	9.75808
4214402	-1.04299	0.220162	9.76151
4214412	-0.954756	0.102751	9.64581
4214422	-0.823973	-0.21743	9.80457
4214432	-0.702008	-0.361286	9.77253
4214442	-0.886491	0.0663519	9.71269
4214452	-1.12369	0.107565	9.83584
4214462	-0.994093	0.153037	9.74704
4214472	-0.901196	0.304774	9.71054
4214482	-0.927459	0.241652	9.66772
4214492	-0.801369	0.403111	9.6377
4214502	-0.515121	0.484618	9.83353
4214512	-0.795071	0.511323	9.94976
4214522	-1.09847	0.123512	9.89886
4214532	-0.840586	-0.499797	9.76788
4214542	-0.8775	-0.478862	9.6556
4214552	-1.06179	0.0601473	9.84546
4214562	-1.11966	-0.0112228	9.85339
4214572	-1.15434	-0.19588	9.53683
4214582	-1.13934	0.0941954	9.68757
4214592	-1.23663	0.278075	9.79151
4214602	-1.14948	0.225675	9.60741
4214612	-0.89258	0.0313778	9.65129
4214622	-0.973038	-0.0193758	9.7193
4214632	-1.04723	0.210375	9.75198
4214642	-0.661563	0.0758686	9.89245
4214652	-0.472683	0.00399494	9.691
4214662	-0.689498	0.281103	9.52827
4214672	-0.632478	0.416667	9.79023
4214682	-0.513164	0.228577	9.89255
4214692	-0.538031	0.00277805	9.83011
4214702	-0.547889	0.0791464	9.83236
4214712	-0.754987	-0.0682983	9.85249
4214722	-0.949303	-0.283924	9.81793
4214732	-0.867046	-0.0767279	9.71271
4214742	-0.754318	0.293941	9.65753
4214752	-0.58628	0.484577	9.6483
4214762	-0.467087	0.613638	9.6568
4214772	-0.379616	0.389172	9.64383
4214782	-0.417739	0.0719423	9.73539
4214792	-0.445361	0.0593061	9.80079
4214802	-0.301461	0.195373	9.71052
4214812	-0.175632	0.342654	9.68561
4214822	-0.0594254	0.642447	9.65626
